title,category,text,text_clean,file_name
"FOR MADRAS, caling at the Cape of Good",Classified ads,"IWOR hMADRAS, cating at the Oape of Good
			eal 0tt Ws,' 10ttb, of. Novem1mer, the Ame teat- 4641M.""'Y"" LORA4 3,000 %ToLS; lying in the ]blat India Dock. !bls dpba.ssuperior kccOrAmodatlons for pe,wnrem. and will earry -Mf Oxem dSfon o Ihot W. Felinit, and ,~~t~1XW~tqtOsp W.Tx ;aRt oto Pago And Sltb,
			�P1 CW VtSTA. direct, (to 0 iil from Gmrves3eU
			l tbt2 ceoei: ar 1tbipainb day the l2tb)thednfft-eAUlgur ,,8,.w fflate:baull, g5}soYA e tonsL. JOHAN IL BARRltA9 C OcmomRU^der - 1;7Min the East Indah Docks Tbi. b&l 7x,, lex. t
			,-4* �WMdatf xrw;-p&mu9en,zndA*rlUc%wn exnteASnced slg4oti.
			7 rrmih' o3p2Y to--WAd&1n ig3to and'oo.. 4; Xeseel
			M1- uvOii ta'Sffl?ERS and PASSENGERS.-
			d ""I O�eALt UTA. the MICE ol WEULLINGTOM.-400 tons
			1il*BURN,wl;,rueoelve goodeonbogad hutbeSt.Fatb Il ^; 'A, ^o *tbhisweek. For Neghtorpue6qaply.toWY{ltbleand An>,X,
			NOTI�E to t;HIPP:E;M-For 0ALCUT'.--
			'4A The 3MARY STrODDART! J. DEAN. Qommander, wi I reoceve *JicDt toodsintheSt. irt-harloo )Ack utilUo'lockon Friday. tbe It Sovmber. ror tcrs of,Sreight appl1y to Pblfty%e Tlplady, ad 0%, .L Royal Exebange-buUldlngi
			(ZTI!IC to PASSBNGBRSe.-The sh-P LjON-_
			DON'tolf '?IK to PqTsSsuoutb.-;k,ernbsrlSree
			at,w1nd and we..ther pierm tttag, on Thurs6day mnorDlng, at 12 &clock. r.d proceed to sea at 1.
			'U4 ORtheCAPEti of GiOOD HIOPE and AURIt-
			TIUS nregular trsder. the well-knowln epcs hsrque DEVON, &2I'RE,A, 12 searo. Captan H. BBOW873, FI 1desptebad-oI the Wth of November, with the uual punctuality the'grcater art ofher -frgo eng3,ged. and Teady for abipment.- Apjy to llir. P. W me, Si Xlo6d-lano; or to J. W. Quit, sawom3 broker, 4, Brabct couirt ;,hi;pot.
			L""OR POLRT NATAIL, the splendid fast-s;iling
			flew cijoper ochooner ELIZABqETH JANE. Al, 10 toy s burden, ILLIAF ] �SSASf. Co mander, who Is well ,own in tbe trade; -in ite London Docks. Posoess a most superior ..commodatlons tor Pasengers, bhvlng cabins fore and aIt cealuated for amrIllle. Onne uan- lornrate of pamago money wil be charged.shich Is extnimely mod-a
			W For frelghterD )l Poa4pllytow.o0.eYtoang. 1. Royal Exch A-. bUdlnga; orto Us UI. Lime-street.
			101I?i 8T. H1MLENA direct Notice to Shippers)5
			* winbedeptchedanfew'days. the MARY ROUNsIEl 0.s tuna S eghter ooppered anz), copper faitened. JOHNl BA1NEl ra-
			a dr;i4le flerznslhga.bMsin london Dock. Aptly to WiUIJan-
			III 46. ime-street. :
			iO VERIAND ROUTE to INDIA VIa T1t3ESTE.
			-Tbe AuatrtlnLlAoyd' �tenf Navl8atlon Company' VeFssel
			lAve liete for At;iE NR1TAtwvteeacnthinoormrpondenceivfith I'he EBomb3 aond alctta Line of Steamer. 8ea voyagelive days. For
			flnn oteammis. a.nd to scunre pasawes for Aleandrl Syrla. Grece. Uotentinople, Black Sea, kc.. appliat the agenev. 137. Lendenbali s.
			QSTEAl: to INDIA and CHINA, viD, Egypt.-
			I Itegular 'Aontldy MaUl Steam Conveyance for Passengers and light
			Goods to Seylon, 3admn%, Calcutta, Penang. Singapore, and Hong' Eonor.-'-he Peninsulr and Oriental 5teanm Navigation Comeiny BOOx PASSENtlIM8 and REOEIVE QOODB and PAROELS for tbe above ports by thir steamers, starting from Southampton on the fiO:h of every month, and fros Suez on or about tho lOtb of the month.
			Romnbasr.-PAssengers for Blombay can proceed by this Company'r. eteamersbor the 29th of the month to Malta, tbeneo to Alexandria by }Ier Majesty's stenmueme aDa from S teZ by the H1OD. E. I. Coenpeiny' Mewmere.
			1IBVITBRR.kW1rAtN-Malta, ontbe 20tband 29thof every mntb Constantinople, onthe2ith of the month; Alexndria. on the 50th of the month.
			SPAIN anud PORTUGATj.-Vlgo, Oporto. Lisbon, Caz, and Gib. alSt3r on the 7th, 17th, and 27th of theomonth.
			ITALY.-eonoa. Leghorn, and Oivita Vecchla, occasional tripe-next
			For plans of the vessels, rates of passage money, and to secure *as- 3ges and shipcgo, apply at the Company's offie, 122, Leadenball- Street. L.ondon. and 57. lIleb-streot. Southampton.
			UilOR SYDNEYS- direct (being under enoagement
			11to leave Deptford on the 30th November), tbe irst-claY Bbip TRY 6fiO tons,. JAMISl ROW, Commoander lying in the SG. XrthaAae Docks. 'lTs6 ship has good accommodations for pflaengeTh, wan will carry a surgeon. For freight or passage rappl to Thomast Barker, 75, Cornhi.L
			'GOR SYDNEY direct.-Notice to Shippers aud
